#,Job_ID,WeatherFile,ModelFile,@@NAME@@,@@UNITHTCOP@@,@@UNITHTCURVE_CAPFT@@,@@UNITHTCURVE_CAPFFF@@,@@UNITHTCURVE_EIRFT@@,@@UNITHTCURVE_EIRFFF@@,@@UNITHTCURVE_PLFFPLR@@,@@UNITHTCURVE_DEFROST@@,@@UNITCLCOP@@,@@UNITCLCURVE_CAPFT@@,@@UNITCLCURVE_CAPFFF@@,@@UNITCLCURVE_EIRFT@@,@@UNITCLCURVE_EIRFFF@@,@@UNITCLCURVE_PLFFPLR@@,@@OFFCOEF@@,@@ONCOEF@@,@@DHWCOP@@,@@UNITLPD@@,@@FLOWUNIT@@,@@SPUNIT@@,@@SPHVACUNIT@@,@@WALLU@@,@@CEILINGU@@,@@SLABU@@,@@WINU@@,@@SHGC@@,@@LTGSTR@@,@@LTGINTPKG@@,@@LTGEXTPKG@@,@@UNITHTST@@,@@UNITCLST@@,@@CORHTCOP@@,@@CORHTCURVE_CAPFT@@,@@CORHTCURVE_CAPFFF@@,@@CORHTCURVE_EIRFT@@,@@CORHTCURVE_EIRFFF@@,@@CORHTCURVE_PLFFPLR@@,@@CORHTCURVE_DEFROST@@,@@CORCLCOP@@,@@CORCLCURVE_CAPFT@@,@@CORCLCURVE_CAPFFF@@,@@CORCLCURVE_EIRFT@@,@@CORCLCURVE_EIRFFF@@,@@CORCLCURVE_PLFFPLR@@,@@LPDCOR@@,@@FLOWCORR@@,@@SPCORR@@,@@SPHVACCOR@@,@@CORHTST@@,@@CORCLST@@,@@BSMTHTCOP@@,@@BSMTHTCURVE_CAPFT@@,@@BSMTHTCURVE_CAPFFF@@,@@BSMTHTCURVE_EIRFT@@,@@BSMTHTCURVE_EIRFFF@@,@@BSMTHTCURVE_PLFFPLR@@,@@BSMTHTCURVE_DEFROST@@,@@BSMTCLCOP@@,@@BSMTCLCURVE_CAPFT@@,@@BSMTCLCURVE_CAPFFF@@,@@BSMTCLCURVE_EIRFT@@,@@BSMTCLCURVE_EIRFFF@@,@@BSMTCLCURVE_PLFFPLR@@,@@FLOWBSMT@@,@@SPBSMT@@,@@SPHVACBSMT@@,@@BSMTWU@@,@@FLOORU@@,@@BSMTHTST@@,@@BSMTCLST@@,@@WDB@@,@@SDB@@,@@SWB@@,@@LAT@@,@@LONG@@,Message,Warnings,Errors,Hours,Minutes,Seconds,c0: Electricity:Facility [J](RunPeriod),c1: InteriorLights:Electricity [J](RunPeriod),c2: ExteriorLights:Electricity [J](RunPeriod),c3: Appl:InteriorEquipment:Electricity [J](RunPeriod),c4: Misc:InteriorEquipment:Electricity [J](RunPeriod),c5: Water Heater:WaterSystems:Electricity [J](RunPeriod),c6: Ventilation (simple):Fans:Electricity [J](RunPeriod),c7: General:Fans:Electricity [J](RunPeriod),c8: Electricity:HVAC [J](RunPeriod),c9: Cooling:Electricity [J](RunPeriod),c10: Heating:Electricity [J](RunPeriod),c11: Pumps:Electricity [J](RunPeriod)
517,518,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowU_0.95,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,5.394,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,129,2,0,7,17.19,1.1330819610925254E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8879541010806567E11,5.253303293772758E9,4.794061852742074E10,5.678862728219069E11,1.9735283002225098E11,3.225928242722329E11,0.0
518,519,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.1,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.1,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,55,2,0,7,2.36,9.713692365085957E11,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.887649502999233E11,5.253303293772758E9,3.257930854605698E10,4.062040080461275E11,1.300500870123648E11,2.4357461248770584E11,0.0
51,52,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,ceilingU_0.06,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.157,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,221,2,0,4,38.82,1.1308099250626697E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8885024537482755E11,5.253303293772758E9,4.315553725697457E10,5.655594015252888E11,1.3776438547811057E11,3.846394787902029E11,0.0
519,520,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.15,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.15,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,55,2,0,7,6.34,9.77440806834817E11,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8873903904881686E11,5.253303293772758E9,3.3812407280341267E10,4.1230148962344244E11,1.412824526405556E11,2.3720662970254996E11,0.0
520,521,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.2,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.2,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,55,2,0,7,11.08,9.846848770285847E11,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.887294467121912E11,5.253303293772758E9,3.509985756539181E10,4.1955515215383484E11,1.5223489383564157E11,2.3222040075280334E11,0.0
521,522,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.25,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.25,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,68,2,0,7,14.97,9.926681557652427E11,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.887158786659855E11,5.253303293772758E9,3.644676206950353E10,4.275519989367063E11,1.6331625467995773E11,2.2778898218724146E11,0.0
522,523,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.3,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.3,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,82,2,0,7,11.61,9.933996200432883E11,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8871445621759265E11,5.253303293772758E9,3.659266062123162E10,4.282848856631556E11,1.6451069272425458E11,2.2718153231767105E11,0.0
523,524,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.35,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.35,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,162,2,0,7,14.18,1.0008008616131465E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8869569200966467E11,5.253303293772758E9,3.7857196272124435E10,4.357048914409276E11,1.7457428753558322E11,2.2327340763321933E11,0.0
524,525,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.4,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,304,2,0,7,15.46,1.0086101727311108E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8866373142340002E11,5.253303293772758E9,3.9154437044022095E10,4.435461631451736E11,1.8461399813675452E11,2.1977772796438995E11,0.0
525,526,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.45,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.45,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,801,2,0,7,17.03,1.0179248822544799E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.886561117422095E11,5.253303293772758E9,4.064904718968387E10,4.5286849234971924E11,1.9591666802578476E11,2.163027771342501E11,0.0
526,527,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.5,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.5,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,1636,2,0,7,19.14,1.0278999079025974E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8866206515983563E11,5.253303293772758E9,4.2207196113601974E10,4.6283756458021E11,2.0744209918359583E11,2.1318826928300958E11,0.0
527,528,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.55,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.55,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,2330,2,0,7,23.36,1.0337889573134703E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8866017799358884E11,5.253303293772758E9,4.309862106430826E10,4.6872850115732855E11,2.1386430995637524E11,2.1176557013664432E11,0.0
528,529,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.6,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.6,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,3832,2,0,7,19.79,1.0447089376943495E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8865404196138028E11,5.253303293772758E9,4.4775225160571884E10,4.796546175704232E11,2.2603925499063715E11,2.088401374192122E11,0.0
52,53,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,ceilingU_0.065,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.17,0.037333415,2.2712,0.4,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,220,2,0,4,39.47,1.135395445992504E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8885049365130957E11,5.253303293772758E9,4.346987850136119E10,5.70144674178638E11,1.3814799752355194E11,3.885267981537324E11,0.0
529,530,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.65,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.65,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,5365,2,0,7,24.74,1.0555530008602404E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.886481413936788E11,5.253303293772758E9,4.6419723107771935E10,4.905045813039988E11,2.3790475130160675E11,2.061801068946187E11,0.0
530,531,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.7,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.7,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,6827,2,0,7,27.57,1.0666648373739302E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.8864371304740903E11,5.253303293772758E9,4.8089076577885284E10,5.016208461639748E11,2.4978740955714316E11,2.0374436002894165E11,0.0
531,532,USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.epw,common_hp_heatedbsmtIECC_2012_V8.7.idf,windowSHGC_0.75,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,1,1,0.92,0.5,0.021252479,311.05,62.21,0.051546824,0.066881979,0.037333415,2.2712,0.75,50,0,0,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,Defrost_EIR_FT,2,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.7,0.051,311.05,62.21,20,22.2222,1,ConstantCubic,ConstantCubic,ConstantCubic,ConstantCubic,HPACCOOLPLFFPLR,Defrost_EIR_FT,1000,HPACcoolCapFT,HPACcoolCapFFF,HPACCOOLEIRFT,HPACcoolEIRFFF,HPACCOOLPLFFPLR,0.01,62.21,24.884,0.027847585,0.049468248,15,27,-30,33,22,45,-110,EnergyPlus Completed Successfully,8150,2,0,7,30.10,1.079042973203468E12,2.3478781922505703E10,7.884E8,1.597900306580529E11,1.8708976228822015E11,1.88638580016531E11,5.253303293772758E9,4.99265954106486E10,5.1400411502437683E11,2.6280050157850143E11,2.012770180352288E11,0.0
